A Corso talpra állítása a társaságot 1994-ben privatizáló — a cég vezetőiből és alkalmazottaiból álló — konzorciumnak sem sikerült ( a vételár mindössze 198 millió forint volt , amelynek csak a 30 százalékát kellett készpénzben kifizetni ) .	készpénzben	34	63	
A realista a jó szándékot látja benne , no meg azt : ennyire tellett .	szándékot	4	8	
A nisi polgármesteri hivataltól származó értesüléseink szerint a szerbiai városba szerda este megérkezett a 10 teherautó , amely az Európai Unió és a szerb ellenzék között létrejött megállapodás értelmében fűtőolajat szállít az ellenzéki vezetésű , közép-szerbiai településnek .	megállapodás	27	55	
Először Don Alfonsót alakítottam benne , majd Guglielmo lettem , több év elteltével pedig ismét megkaptam az öreg filozófus szerepét .	elteltével	12	24	
Ázsiában ezzel szemben mind több sikerrel veszik fel az AIDS-szel szembeni küzdelmet .	küzdelmet	11	25	
A Volánbusz Rt. távolsági járatai közül nem indulnak a Bakonyba és Tolna, Baranya, Bács-Kiskun megye egyes településeire buszok .	településeire	16	39	
A hófúvás a MÁV teljes hálózatán fennakadásokat okozott , mindenütt legalább 30 percet késtek a vonatok .	hálózatán	5	15	
A testület rendkívüli ülésén kétharmados szavazattöbbséggel elfogadott törvényt azonnal ki is hirdették , így az azonnal érvénybe is lépett .	szavazattöbbséggel	5	19	
parlament szerepét betöltő svájci nemzeti tanács hétfőn 11 órás vita után ratifikálta az alpesi ország és az Európai Unió ( EU ) között négyéves tárgyalás után nemrégiben létrejött eddigi legfontosabb dokumentumot .	dokumentumot	30	61	
A világgazdaság gyors , országhatárokon átívelő fejlődését több tényező idézi elő .	világgazdaság	1	5	
"A Maticni utcai "" etnikai elválasztófal "" megszüntetéséről kedden hozott döntést Ústi nad Labem városi tanácsa ."	tanácsa	15	35	
Pozsony soha nem ismerte el a cseh követelés jogosultságát .	jogosultságát	8	19	
Putyin ezúttal nem zárta ki teljesen Groznij ostromát , azt hangoztatva , hogy a bázisokat és a fegyverraktárokat meg fogják semmisíteni .	ostromát	7	17	
A megállapodás várhatóan 2001-ben lép hatályba , miután valamennyi uniós tagország parlamentje is ratifikálta .	parlamentje	11	28	
A megyében a legnagyobb problémát az átutazó forgalom okozza , s habár nem lehet közlekedni , a kamionok és buszok sofőrjei nem hajlandóak leállítani járműveiket — magyarázta Lánczos János , a Fejér Megyei Közútkezelő Kht. osztályvezetője .	járműveiket	24	55	
"Mario Babiucról van szó , aki "" Ikar "" fedőnéven szerepelt a szovjet titkosszolgálat jelentéseiben ."	fedőnéven	9	17	
Nem nehéz megjósolni : az elnapolt terv olyan nagyszabású fejlesztéseket javasol , melyeket a közelgő közlekedési krízis ellenére sem tud a főváros — természetesen pénz hiányában — megvalósítani .	krízis	16	44	
Ennek a jelzőnek nagy sikere lett , mert nálunk imádják a mártírokat , akik magányosan tönkremennek .	mártírokat	11	23	
A tárlaton mintegy hatvan művet tekinthetnek meg az érdeklődők Marghescuné Hunor Mária gyűjteményéből .	tárlaton	1	4	
A mintegy 180 magyarországi taggal rendelkező egyesület találkozóján részt vett Habsburg Ottó is , akinek Magyarországon élő fia , György szintén tagja a szervezetnek .	taggal	4	6	
A vastagon behavazott úton tényleg ez a helyzet .	úton	3	9	
A jövő év január 5-ig látható kiállításon a kerámiatárgyak mellett Balogh István Péter és Börzsönyi Kollarits Ferenc képei is bemutatkoznak .	kerámiatárgyak	8	20	
Pedig úgy gondolom , én nem csináltam semmi mást , csak szolgáltam a muzsikát és a közönséget .	közönséget	16	35	
Állták a szavukat : a szerződés ratifikálása után a szlovák aranykincs várhatóan a jövő év elején , azt követően kerülhet Pozsonyba , hogyha az egyezményt már a két parlament is ratifikálta .	aranykincs	10	24	
— Azt írta önről valaki , hogy az egyik legkevésbé ismert magyar szobrász , sokak szerint mégis kultikus figura ...	szobrász	12	22	
A cég 1997-ben 1 milliárd forint körüli árbevétel mellett 500 millió forintos adózás előtti nyereséget ért el , míg tavaly az orosz válság hatására árbevételük 600 millió forintra , eredményük 140 millió forintra csökkent .	nyereséget	14	30	
A mintegy kétszázezer koszovói szerb közül már csak alig húszezren maradtak a június óta NATO-ellenőrzés alatt lévő dél-szerbiai tartományban .	tartományban	18	38	
Tegnap este az autóbuszok sok helyütt két és fél órás késéssel érkeztek a célállomásra , a főútvonalakon pedig több kilométer dugók alakultak ki .	főútvonalakon	16	36	
A Magyar Tudományos Akadémia ( MTA ) épületében helyet kapott találkozót Glatz Ferenc akadémiai elnök nyitotta meg , aki a magyar nemesség történelmi szerepéről tartott előadást .	épületében	7	9	
Erre azonban a szaktárca vezetője szerint nincs szükség , bár a miniszter felkérte a fuvarozókat , lehetőleg name hagyják el a telephelyeiket .	szaktárca	3	8	
"Mostanában , a cseh-szlovákiai "" bársonyos forradalom "" tizedik évfordulójára emlékezve , magától értetődően , sok szó esik Alexander Dubcek személyiségéről , a szlovák történelemben betöltött szerepéről ."	történelemben	24	58	
A csehországi Ústi nad Labemben szerda hajnalban teljesen lebontották azt a falat , amelyet a város vezetése építtetett október elején azért , hogy elválassza a helyi romákat a szomszédos családi házak lakóitól .	romákat	26	45	
Akinek pedig lapát van a kezében , biztosan nem fázik .	kezében	5	9	
Anynyit nézem a munkámat , hogy a végén már nem látom .	munkámat	3	9	
Szerdán megalakult a rendkívüli havazás miatt kialakult káosz kezelésével megbízott operatív bizottság .	kezelésével	8	22	
"Olyan vagyok ebben a társadalomban , mint volt egykor a dinoszaurusz : hiába mondták neki , hogy "" Repülj ! "" , nem tudott repülni és kihalt ."	társadalomban	4	10	
Az Erste Bank Hungary Rt. a jövő héten teszi közzé az újságokban , milyen áron hajlandó megvenni a mintegy 1200 kisbefektető kezében lévő 77 ezer darab , a bank 9,2 milliárd forintos jegyzett tőkéjének négy százalékát kitevő részvényeit .	kezében	21	41	
Ezen az árverésen azok is megtalálhatják a nekik tetsző tárgyat , akik jó befektetésre vágynak , de a kispénzű érdeklődők is reménykedhetnek , mert akad a listán könyvritkaság mindössze 800 forint kikiáltási áron .	árverésen	2	6	
A cég helyzetét a növekvő konkurencián kívül rontotta , hogy a kiskereskedelmi üzletek eladását szolgáló előprivatizáció keretében több boltját elvonták , ingatlanvagyonának 86 százalékát így két nagyméretű — 6 ezer négyzetméter körüli — raktár tette ki .	helyzetét	2	5	
II. János Pál pápa már júniusi , majd szeptemberi levelében is bírálta a német püspökségek részvételét a terhes nőknek szervezett állami tanácsadásban , azt vetve a szemükre , hogy az igazolások kiállításával lehetővé teszik meg nem született életek elpusztítását .	szemükre	26	49	
A megye több más települését is csupán kerülővel , egyetlen irányból lehetett megközelíteni — tájékoztatta lapunkat Szabó Ferenc ezredes , a megyei védelmi bizottság titkára .	kerülővel	7	11	
Hiszen a személyi ellentétekben is megnyilvánuló pozícióharc első nagy vesztese a klasszikus szociáldemokrata értékekre előszeretettel hivatkozó Oskar Lafontaine pártelnök lett , aki márciusban távozott a pénzügyminiszteri posztról .	márciusban	22	58	
A magyar országgyűlési képviselő , ha akarja , szenátornak nevezi magát , ugyanaz a párt egyik nap ellenzék , a másik nap kormányoldalon álló , sőt a parlamenti többség akarata még a matematikánál is erősebb .	kormányoldalon	22	41	
Törökország például Európa legnagyobb szállítója a textiláruk terén , Isztambul pedig Szöultól nyugatra a legnagyobb , elektronikai eszközöket gyártó központ .	nyugatra	12	32	
Az eldugott települések lakói már hozzászokhattak , hogy a közepesnél erősebb havazások majd minden esztendőben elzárják őket néhány napra a külvilágtól .	havazások	11	27	
Az oslói orosz nagykövetség korábban még azt közölte a norvég külügyminiszterrel : Ivanov túlzottan elfoglalt , így a hónap hátralévő részében már nem tud találkozni vele .	külügyminiszterrel	10	27	
Putyin ezúttal nem zárta ki teljesen Groznij ostromát , azt hangoztatva , hogy a bázisokat és a fegyverraktárokat meg fogják semmisíteni .	bázisokat	14	28	
A judaika-árverés szervezői azt remélik , hogy ez az újfajta , tematikus aukció új színfoltot hoz az őszi árverési dömpingbe , és új távlatokat nyit a gyűjtők előtt .	judaika-árverés	1	8	
Én csak ülök itt a műteremben és dolgozom .	műteremben	5	13	
A megyeszékhelyen egyébként csütörtökre és péntekre tanítási szünetet rendeltek el .	csütörtökre	3	14	
Weltekére most viszont az a feladat vár , hogy 2002-ben elbúcsúztassa a németek háború utáni identitásának legfontosabb támaszát , hiszen az euró teljes körű bevezetésével a hétköznapi életben is meg kell majd válniuk a márkától .	életben	27	57	
Más városokban sem sokkal jobb a helyzet : Gnjilanéban néhány nappal ezelőtt egy szerb tulajdonban lévő videotékára dobtak kézigránátokat .	kézigránátokat	18	38	
Szakadár albán fegyveresek kedden este tüzet nyitottak egy szerb rendőrjárőrre Koszovó délkeleti határa mentén , a biztonsági övezet közelében : két rendőr megsebesült — jelentette szerdán az RTS szerb állami tévé .	rendőrjárőrre	9	27	
A vészhelyzetből egyedül a taxisok húztak hasznot .	hasznot	6	18	
Goebbelsi módszereket tulajdonít a díjazott újságíróknak , miközben ő maga az , aki Goebbelset követi , jóllehet , a mester jóval tehetségesebben alkalmazta a nevéről elnevezett módszert .	módszert	26	62	
Mellette a közelmúltban átalakult gyár művészeti stúdiójában készült , kézzel festett legszebb egyedi darabjai láthatók .	gyár	4	12	
A lakásokban .	lakásokban	1	5	
Ő maga szállít élelmet az elzártaknak — traktoron .	traktoron	7	19	
Mellette a közelmúltban átalakult gyár művészeti stúdiójában készült , kézzel festett legszebb egyedi darabjai láthatók .	stúdiójában	6	18	
Elhangzik egyszer egy mű egy koncerten , a jelen lévő néhány száz ember meghallgatja , s még akkor , ha sikert arat , sincs biztosítva , hogy legközelebb is lesz mód az előadásra .	koncerten	5	11	
1992-ben ő volt az Öregasszony Spiró György Csirkefejének Szamos-parti előadásában az Anya szerepét alakította Camus A félreértés című színművében .	színművében	18	50	
A Corriere della Sera című lap szerint az egyik nevet sikerült azonosítania az üggyel foglalkozó katonai főállamügyésznek .	üggyel	13	19	
Ezért siettették az ítélet meghozatalával az ügy lezárását , és arra is számíthattak : az önálló Szlovákia megteremtésének láza el is tereli a figyelmet a gyanús körülményekről .	lezárását	7	19	
 Úgy vélem , hogy az albán reakció ugyan helytelen , ám érthető  — vélekedett Jackson tábornok , s hozzátette : a blokád legfeljebb rögnek tekinthető a rendezés felé vezető úton .	úton	31	55	
A politikai közbeszédben egyeduralomra jutott jogi nyelvhasználat előfeltevése , hogy csak azt lehet számon kérni , ami le van írva és ahogyan le van írva .	egyeduralomra	3	13	
A tekercset az ő rokona kívánja most értékesíteni .	tekercset	1	5	
— A szobor hálós szerkezetű , a háló adja ki a jaguár formáját , ami tehát belül üres .	szobor	2	5	
A horvát alkotmányban csak a tartós akadályoztatás fogalmát rögzítették , amely az államfő helyettesítésének esetére kötelezően előírta új elnökválasztás kiírását is .	alkotmányban	2	6	
Az újság szerint az államfőt november 1-jén már későn — legalább két nappal bélátfúródása után — operálták meg , ami súlyos hashártyagyulladást és vérmérgezést okozott szervezetében .	hashártyagyulladást	21	47	
Mert kétségtelen tény , hogy minél szélesebb körben terítik a terheket , annál könnyebb összeszedni a hiányzó pénzt — de annál nagyobb az érintett választók száma is .	terheket	10	21	
E tekintetben figyelemre méltó , hogy még legkeményebb bírálói is elismerik : akkor van igazán elemében , ha küzdenie kell .	figyelemre	2	8	
Az összedőlt házak romjain egy újfajta polgári kezdeményezés csírái kezdtek kialakulni , a hivatalos állami segítség hiányát pótolva .	hiányát	16	39	
A kormányhatározat által nyújtott lehetőség alapján 11,5 milliárd forint új hitelt vehetnek fel a tartósítóipari termékeket gyártók , a nyolc hónapos futamidejű konstrukcióban a tőketörlesztésre négy hónap moratóriumot kapnak .	hitelt	10	24	
A kft 1998-ig elsősorban felújított Ikarus buszok oroszországi , illetve FÁK-országi exportjával , valamint pótalkatrész értékesítésével foglalkozott .	értékesítésével	15	38	
Az intézkedést most is az orosz válság miatt megingott likviditású cégek hitelképtelensége indokolja , ami az alapanyag-termelők pozícióit is veszélyezteti .	pozícióit	17	47	
Az isztambuli értéktőzsdén ( ISE ) jegyzett 279 vállalat zöme a Márvány-tenger földrengés által sújtott keleti partvidékén és környékén — Törökország ipari szívében — vert tanyát , de többségük a börzéhez eljuttatott jelentésében nem tesz említést jelentősebb károkról .	zöme	9	26	
A virtuális gazdaság tehát képes az önkorrekcióra , ugyanakkor egyéb jellemzőivel is számolni kell .	jellemzőivel	10	23	
Olyan az emlékezet , mint a zsidó sírokon a kődarab .	sírokon	7	14	
A pusztító törökországi földrengés — amely az újabb adatok szerint mintegy 10 milliárd dollárnyi anyagi kárt okozott — nem akadályozta meg az ankarai kormányt abban , hogy töretlenül folytassa a tragédia előtt megkezdett gazdasági reformokat .	kormányt	23	44	
Az ellenzéki pártok képviselői az alkotmányerejű törvény ellen szavaztak , egyebek között arra hivatkozva , hogy a kormánypárt nem tartja tiszteletben az alkotmányban foglaltakat , és nem hajlandó megállapodni a parlamenti választások időpontjáról sem .	kormánypárt	17	41	
Ez a műfaj lényege : olyan szuggesztivitással , olyan hőfokon kell előadni az operákat , hogy természetesnek hasson az éneklés .	hőfokon	9	23	
Az eladásra szánt vállalatok között szerepel továbbá a nemzeti légitársaság , a Türk Hava Yollari — amelynek 30 százalékát kínálják fel — és a Türk Telekom is , amelynek privatizálásából 5,3 milliárd dollárt várnak .	eladásra	1	4	
A héttagú családot kiköltöztették , s ideiglenesen szövetkezeti vagy egyházi lakásban szállásolják el — tájékoztatta lapunkat Eller János polgármester .	családot	2	6	
"A török alkotmány úgy utal az államra , mint amelynek "" területe és nemzete "" van , szemben a nyugat-európai felfogással , ahol a nép alkotja az államot ."	alkotmány	2	5	
Emberfeletti feladat volt , hiszen minden hangjegyre meg volt a kötelező mozdulat .	mozdulat	11	24	
Rájuk férne némi fűtőolaj-szállítmány , hogy a fagyos viszony felengedjen , és ők is — hasonlóan az unióhoz — name csak a frázisok terén legyenek energikusak , hanem a demokráciát illetően is .	frázisok	22	47	
A hófúvás a MÁV teljes hálózatán fennakadásokat okozott , mindenütt legalább 30 percet késtek a vonatok .	fennakadásokat	6	19	
Zaporozsje megyeszékhelyen a leszakadt villanyvezetékek miatt rendkívüli állapotot vezettek be .	megyeszékhelyen	1	9	
A globalizáció a gazdaság kínálati oldalát befolyásolja , és nem hat a jövedelmek nemzeti kereteken belül történő elosztására .	kereteken	14	33	
Aszlan Maszhadov csecsen elnök közölte : az urusz-martani harcosok megfogadták , hogy egész télen helyükön maradnak és harcolnak .	helyükön	14	38	
Egyébként is nagyon kedvelem az etnozenét , az afrikai , a távol-keleti zenét ; magam is foglalkoztam ezekkel a muzsikákkal .	muzsikákkal	19	45	
A szerbek nem csak Orahovacban érzik magukat szorongatva : múlt hét elején a tartományi székhelyen , Pristinában , három szerb nőt bántalmaztak albán támadók , s ismeretlen fegyveresek rálőttek két cigány férfire is .	szerbek	1	3	
Az egyetemen immár hagyománnyá vált az egy hónapos Felkészítő Napok rendezvénysorozat , amelyen az álláskeresés módszereit ismerhetik meg jobban a hallgatók ; hogyan viselkedjenek , kommunikáljanak , miként mutassák be tudásukat , képességeiket egy interjú során .	hallgatók	20	53	
Azelőtt az export és a beruházások játszották a főszerepet a gazdasági életben , az elmúlt év elején azonban az export dinamikája lassult , a beruházások egész évben stagnáltak , a belső fogyasztás pedig növekedett . )	életben	11	21	
S bár nagyon jó viszonyban voltunk , és meghatározó volt életemben ez a vendégszereplés , nemet mondtam .	életemben	10	19	
S miközben Törökország ásványkincsekben szegény , külkereskedelme gyors ütemben bővül .	ásványkincsekben	3	12	
II. János Pál pápa már júniusi , majd szeptemberi levelében is bírálta a német püspökségek részvételét a terhes nőknek szervezett állami tanácsadásban , azt vetve a szemükre , hogy az igazolások kiállításával lehetővé teszik meg nem született életek elpusztítását .	kiállításával	31	59	
"A rendőrök keveset tudnak a szektáról , amely rendszeres és drága "" önfelfedezési "" szemináriumokat rendez ."	szemináriumokat	14	32	
Rezníkről az a hír járta , hogy a rendszerváltás előtt az állambiztonsági szolgálat alkalmazottja volt , tehát érthető volt Dubcek tartózkodása azzal az emberrel szemben , aki korábbi üldözői közé tartozott .	üldözői	28	58	
Három magas rangú olasz katonatiszt a hidegháború idején fontos államtitkokat adott át a volt szovjet hírszerzésnek — vélik tudni a szerdai olasz újságok .	újságok	22	45	
"A török alkotmány úgy utal az államra , mint amelynek "" területe és nemzete "" van , szemben a nyugat-európai felfogással , ahol a nép alkotja az államot ."	államra	6	11	
A mondatot pontosan értette a vallató és a vallatott szerepében kényszerűen egyaránt járatos igazgató , és értetlenséget színlelve megtiltotta a költőnek , hogy szavai nyilvánosságot kapjanak .	szerepében	9	19	
Egyelőre nincs végleges válasz arra , milyen utat kövessenek a szociáldemokraták a jövő évezredben — de arra sem , hogyan veszik majd az ősszel esedékes tartományi és helyhatósági választások akadályait .	évezredben	13	37	
Egy magángyűjtemény képei címmel nyílik kiállítás ma a budapesti Szépművészeti Múzeumban .	magángyűjtemény	1	8	
— Mozart operája örökérvényű remekmű , amelynek minden korban van mondanivalója .	remekmű	4	16	
A Vecernji List című napilap úgy értesült , hogy a Dubrava kórházban lélegeztető készülékkel segítik Tudjman szervezetének működését , de az államfő nincs kómában .	kómában	23	56	
Van viszont üldözés sítalpakon és sárkányrepülőn , motorcsónakon és olajvezetékben , és még egy atom-tengeralattjáró belseje is fontos szerepet kap , de ott már Bond az idővel is harcban áll , hogy megmenthesse az emberiséget .	sítalpakon	3	10	
A megyei mentési feladatokkal a megyei védelmi bizottságokat bízták meg , ezek irányítását és az információszolgáltatást pedig az operatív bizottság végzi .	irányítását	12	26	
1955-ben végzett a marosvásárhelyi főiskolán , több színháznak is tagja volt , de legnagyobb alakításai a Tamási Áron Színházhoz fűzik , ahol ma is dolgozik .	főiskolán	4	14	
Kouchner erről a Párizsban rendezett balkáni újjáépítési fórumon beszélt .	fórumon	7	21	
Decemberben , a kolozsváriak tervezett Vígszínház-beli vendégjátékán erről a budapesti közönség is megbizonyosodhat , amikor is majd Shakespeare Troilus és Cressidájának Teiresziászaként láthatjuk őt a magyar fővárosban .	kolozsváriak	3	8	
Bernard Kouchner , az átmeneti ENSZ-kormányzat francia vezetője ugyan elvetette a Koszovó kantonizálását célzó javaslatot , ám azt is hangsúlyozta , hogy a szerbek biztonságának szavatolása érdekében fontolóra kellene venni egyes szerb közösségek ideiglenes átköltöztetését .	fontolóra	27	64	
A diplomata ugyanakkor hozzátette : a restitúcióra csak kedvező politikai légkörben kerülhet sor .	légkörben	10	25	
A kamionok nyári gumival , hólánc nélkül indulnak útnak — mondta Balogh András , a Veszprém Megyei Közútkezelő Kht. igazgatója .	hólánc	5	13	
A törlesztés határideje 2000. január 31.	törlesztés	1	6	
"A Jutarnji List című ellenzéki napilap szerdai számának címoldalán A legrosszabb várható címmel arról adott hírt , hogy "" többé már az intenzív kezelés sem segít "" az elnökön ."	hírt	15	35	
Olyan énekes , aki tökéletes átéléssel , szenvedéllyel , humorral alakítja lírai , drámai és buffoszerepeit .	szenvedéllyel	7	20	
Jó lenne ezt a tendenciát folytatni a 2000. évben is .	tendenciát	4	9	
Ezért siettették az ítélet meghozatalával az ügy lezárását , és arra is számíthattak : az önálló Szlovákia megteremtésének láza el is tereli a figyelmet a gyanús körülményekről .	meghozatalával	4	13	
"A pályaudvari ceremóniára a hajdani "" bajtársat "" is meghívták ."	bajtársat	6	19	
A diákok egy helyen , kötetlen formában tájékozódhatnak a lehetőségekről , a vállalatok pedig széles körből , személyes benyomás alapján választhatják ki a legfelkészültebb jelentkezőt .	jelentkezőt	24	59	
Ezen az árverésen azok is megtalálhatják a nekik tetsző tárgyat , akik jó befektetésre vágynak , de a kispénzű érdeklődők is reménykedhetnek , mert akad a listán könyvritkaság mindössze 800 forint kikiáltási áron .	áron	32	74	
E tekintetben figyelemre méltó , hogy még legkeményebb bírálói is elismerik : akkor van igazán elemében , ha küzdenie kell .	elemében	15	33	
A közép-kelet-európai államok rendszerspecifikus vonása , hogy a piacgazdaság közigazgatási , jogi intézményrendszere csupán az elmúlt tíz évben alakult ki , és ez rövid idő ahhoz , hogy az emberek tudata is átformálódjon .	vonása	4	14	
A kiállítás ( és vásár ) szín- és formagazdagsága a tárgyak kézi megmunkálásának mesterségbeli biztonságáról , a manufakturális módszer gondosságáról vall .	kiállítás	1	3	
— A Tui név is a keleti filozófiákra utal ?	filozófiákra	7	13	
Az új , Kravola nevet viselő buszokból idén 20 , jövőre 80 darab készül , s ezeket a hazai piacon az Ikarus midibuszainál mintegy 20 százalékkal olcsóbban , 19,5 millió forintért tervezi értékesíteni a társaság .	nevet	4	7	
Szóval ilyen és ehhez hasonló bennfentes mesékre tett szert a mi diploma nélküli orvosunk .	mesékre	6	15	
Hiszen már szeptemberben , sőt a NATO-bombázások idején tudni lehetett : a szétlőtt finomítók egyhamar nem fognak teljes kapacitással működni , a tél viszont legalább olyan pontosan megérkezik , mint az újvidéki olajtartályokra a lézerirányítású bomba .	finomítók	13	27	
A levél írója a hagyomány embere .	hagyomány	4	10	
Mint Kontra Ferenc elmondta , a magyar fél már több jegyzékben kérte az orosz külügyminisztériumtól a beazonosított műtárgyak , köztük a Sárospataki könyvtár gyűjteményének visszajuttatását .	jegyzékben	10	17	
Dubcekről ugyanis közismert volt , hogy következetes híve — Václav Havellal együtt — a csehek és szlovákok közös államának , és a két nemzet közötti vitás kérdéseket tárgyalások útján , de az állami keretek megőrzésével szeretné megoldani .	nemzet	23	41	
Az Erste Bank Hungary Rt. a jövő héten teszi közzé az újságokban , milyen áron hajlandó megvenni a mintegy 1200 kisbefektető kezében lévő 77 ezer darab , a bank 9,2 milliárd forintos jegyzett tőkéjének négy százalékát kitevő részvényeit .	újságokban	11	20	
Ráadásul a jelenlegi koalíció kénytelen elszenvedni az építészeti előírások évek óta jellemző megsértése miatti bírálatokat is .	bírálatokat	14	40	
Az Ersténél abban reménykednek , hogy a saját részvények visszavásárlása szeptember 30-áig befejeződik — ekkor tartják azt a rendkívüli közgyűlést , amelyen a bank jegyzett tőkéjét a hitelintézeti törvényben előírt mértékhez igazítják .	részvények	8	16	
A tervek szerint 10-15 százalékos , egyfajta nemzeti szolidaritási adóval terhelnék a személyi és a vállalati jövedelmeket , de szó van az ingatlanadó növeléséről , a mobiltelefonok és az autók egyszeri megadóztatásáról is .	adóval	9	24	
A koszovói háború idején kirobbant konvojügy , az orosz KFOR-gépek átrepülése körüli bonyodalom , legutóbb pedig Orbán Viktor kanadai nyilatkozata váltott ki ingerült reakciókat Moszkvában .	nyilatkozata	19	49	
Kiemelkedik az aukcióban részt vevő darabok közül egy ezüstből készült emeletes szédertál , amelyet cizellált arany elemekkel díszítettek és a súlya megközelíti a négy kilót .	súlya	20	45	
Van viszont üldözés sítalpakon és sárkányrepülőn , motorcsónakon és olajvezetékben , és még egy atom-tengeralattjáró belseje is fontos szerepet kap , de ott már Bond az idővel is harcban áll , hogy megmenthesse az emberiséget .	sárkányrepülőn	5	18	
Az 1944. március 19-e után elindított csoportba került e történet hőse is , a már majdnem orvos fiatalember .	hőse	10	19	
Az április 4-5-én a Budapesti Műszaki Egyetem központi épületének aulájában tartandó fórumra közel tízezer diákot várnak .	aulájában	9	18	
"Zoran Zsivkovics polgármester hivatalában elmondták : semmiféle ünnepséget nem szerveztek a városban ebből az alkalomból , minthogy "" már maga az ünnep , hogy a meleg lesz a lakásokban "" ."	ünnepséget	7	23	
Az export csökkenését és a turizmus visszaesését részben kárpótolhatja a külföldön — például Németországban — dolgozó törökök hazautalásainak minden bizonnyal növekvő összege és az újjáépítés által támasztott keresletre épülő fellendülés .	csökkenését	2	6	
Sztálin elvtárs ugyanis , ismerve gyengéjét , összekötőként elküldte hozzá a szép kis Pelagéját , mondván : legyen , aki Tito üzeneteit eljuttatja Moszkvába .	gyengéjét	5	16	
 Az atrocitások száma folyamatosan csökken , s mérséklődik a komoly bűncselekmények aránya is  — jelentette ki elégedetten a napokban Mike Jackson tábornok , a Koszovóban szolgálatot teljesítő , 40 ezer főből álló Kfor-erők parancsnoka .	szolgálatot	27	56	
Az összedőlt házak romjain egy újfajta polgári kezdeményezés csírái kezdtek kialakulni , a hivatalos állami segítség hiányát pótolva .	házak	2	6	
Oregon állam egyik havas , csúszós autópályáján több mint 80 jármű — köztük diákokat szállító négy busz — szaladt egymásba .	autópályáján	6	15	
"A pályaudvari ceremóniára a hajdani "" bajtársat "" is meghívták ."	ceremóniára	2	10	
Az alkotmányerejű törvénnyel lehetőség nyílik arra , hogy name váltsák le tisztségéből Franjo Tudjman köztársasági elnököt , akit 24. napja súlyos állapotban kórházban ápolnak .	kórházban	22	57	
